Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
MSI GF63 THIN 11SC INTEL I7 11800H 16GB 512GB GTX1650-4GB 14.0 FHD IPS 144HZ BL WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,512GB,14 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,MSI,Non Touchscreen,Rp11.399.000
MSI GF63 THIN 11SC INTEL I7 11800H 16GB 1TB SSD GTX1650-4GB 14.0 FHD IPS 144HZ BL WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,1TB,14 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,MSI,Non Touchscreen,Rp11.799.000
MSI GE67HX RAIDER 12UGS INTEL I9 12900HX 32GB 1TB SSD RTX3070TI-8GB 15.6 QHD OLED 240HZ PKRGB WIN11HOME GREY,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Grey,8GB,,,Windows 11 Home,MSI,Non Touchscreen,Rp43.499.000
MSI GE66 RAIDER 12UGS INTEL I9 12900H 16GB 1TB SSD RTX3070TI-8GB 15.6 QHD 240HZ PKRGB WIN11HOME GREY,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Grey,8GB,,,Windows 11 Home,MSI,Non Touchscreen,Rp39.999.000
MSI CYBORG 15 A12VF INTEL I7 12650H 16GB 512GB RTX4060-8GB 15.6 FHD 144HZ BL WIN11HOME,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,16 Inch,Black,8GB,Backlit Keyboard,,Windows 11 Home,MSI,Non Touchscreen,Rp18.699.000
MSI CYBORG 15 A12VF INTEL I5 12450H 16GB 512GB RTX4060-8GB 15.6 FHD 144HZ BL WIN11HOME,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,Backlit Keyboard,,Windows 11 Home,MSI,Non Touchscreen,Rp16.699.000
MSI CYBORG 15 A12VE INTEL I7 12650H 16GB 512GB RTX4050-6GB 15.6 FHD 144HZ BL WIN11HOME,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,MSI,Non Touchscreen,Rp16.699.000
MSI CYBORG 15 A12VE INTEL I5 12450H 16GB 512GB RTX4050-6GB 15.6 FHD 144HZ BL WIN11HOME,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,MSI,Non Touchscreen,Rp15.099.000
MSI CROSSHAIR 15 R6E B12UEZ INTEL I9 12900H 16GB 1TB SSD RTX3060-6GB 15.6 QHD IPS 165HZ RGB WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,,,Windows 11 Home,MSI,Non Touchscreen,Rp27.999.000
MSI CROSSHAIR 15 R6E B12UEZ INTEL I7 12700H 16GB 1TB SSD RTX3060-6GB 15.6 QHD IPS 165HZ RGB WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,,,Windows 11 Home,MSI,Non Touchscreen,Rp23.999.000
MSI CREATOR Z17HX STUDIO A13VGT INTEL I9 13950HX 32GB DDR5 2TB SSD RTX4070-8GB 16.0 QHD+ IPS TOUCH 165HZ 100SRGB PKRGB WIN11HOME GREY,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,2TB,16 Inch,Grey,8GB,,,Windows 11 Home,MSI,Touchscreen,Rp52.999.000
MSI CREATOR Z16HX STUDIO B13VFTO INTEL I7 13700HX 32GB DDR5 2TB SSD RTX4060-8GB 16.0 QHD+ IPS TOUCH 120HZ 100SRGB PKRGB WIN11HOME GREY,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,2TB,16 Inch,Grey,8GB,,,Windows 11 Home,MSI,Touchscreen,Rp44.499.000
MSI CREATOR M16 A12UD INTEL I7 12700H 16GB 1TB SSD RTX3050TI-4GB 15.6 QHD+ IPS WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,,,Windows 11 Home,MSI,Non Touchscreen,Rp22.999.000
MSI BRAVO 15 C7VE RYZEN 5 7535HS 16GB 512GB RTX4050-6GB 15.6″ FHD IPS 144HZ BL WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 5,512GB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,MSI,Non Touchscreen,Rp15.999.000
MICROSOFT SURFACE BOOK 3 15 2IN1 i7 32GB 1TB SSD GTX1660TI TOUCH WIN10HOME PLATINUM,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1660TI,SSD,Intel Core i7,1TB,13 Inch,Silver,32GB,,,Windows 10 Home,Microsoft,Touchscreen,Rp35.999.000
MICROSOFT SURFACE BOOK 3 15 2IN1 i7 16GB 512GB GTX1660TI TOUCH WIN10HOME PLATINUM,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1660TI,SSD,Intel Core i7,512GB,13 Inch,Silver,16GB,,,Windows 10 Home,Microsoft,Touchscreen,Rp35.999.000
MICROSOFT SURFACE BOOK 3 13 2IN1 i7 32GB 1TB SSD GTX1650 TOUCH WIN10HOME PLATINUM,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,1TB,13 Inch,Silver,32GB,,,Windows 10 Home,Microsoft,Touchscreen,Rp42.499.000
MICROSOFT SURFACE BOOK 3 13 2IN1 i7 16GB 512GB GTX1650 TOUCH WIN10HOME PLATINUM,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,512GB,13 Inch,Silver,16GB,,,Windows 10 Home,Microsoft,Touchscreen,Rp37.999.000
MICROSOFT SURFACE BOOK 3 13 2IN1 i7 16GB 256GB GTX1650 TOUCH WIN10HOME PLATINUM,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,256GB,13 Inch,Silver,16GB,,,Windows 10 Home,Microsoft,Touchscreen,Rp33.499.000
LENOVO YOGA SLIM 7I PRO 14 INTEL I7 12700H 16GB 1TB SSD RTX2050-4GB 14″ 2.8K GLASS IPS 100SRGB 90HZ WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp19.499.000
LENOVO YOGA SLIM 7I PRO 14 INTEL I7 11370H 16GB 1TB SSD MX450-2GB 14″ 2.8K GLASS IPS 100SRGB WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Silver,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.999.000
LENOVO YOGA SLIM 7I PRO 14 INTEL I7 11370H 16GB 1TB SSD MX450-2GB 14″ 2.8K GLASS IPS 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.999.000
LENOVO YOGA SLIM 7I PRO 14 INTEL I7 11370H 16GB 1TB SSD MX450-2GB 14″ 2.2K IPS WIN10HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Silver,16GB,,Gratis,Windows 10 Home,Lenovo,Non Touchscreen,Rp16.499.000
LENOVO YOGA SLIM 7I PRO 14 INTEL I7 11370H 16GB 1TB SSD MX450-2GB 14″ 2.2K IPS WIN10HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,,Gratis,Windows 10 Home,Lenovo,Non Touchscreen,Rp16.499.000
LENOVO YOGA SLIM 7I PRO 14 INTEL I5 11300H 16GB 512GB MX450-2GB 2.8K GLASS IPS 100SRGB BL WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,14 Inch,Silver,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.999.000
LENOVO YOGA SLIM 7 PRO 14 INTEL I7 12700H 16GB 1TB SSD RTX2050-4GB 14.0 2.8K 100SRGB 90HZ BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.499.000
LENOVO YOGA SLIM 7 14 CARBON AMD RYZEN 7 5800H 16GB 1TB SSD MX450-2GB 14″ 2.8K OLED TOUCH 90HZ BL WIN11HOME + OHS CLOUD GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 7,1TB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Touchscreen,Rp16.999.000
LENOVO YOGA PRO 9 14 INTEL I9 13905H 32GB 1TB SSD RTX4060-8GB 14.5 3K TOUCH 165HZ MINILED 100DCIP3 WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i9,1TB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Touchscreen,Rp32.499.000
LENOVO YOGA PRO 9 14 INTEL I7 13705H 32GB 1TB SSD RTX4050-6GB 14.5 3K TOUCH 165HZ MINILED 100DCIP3 WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,14 Inch,Grey,32GB,,Gratis,Windows 11 Home,Lenovo,Touchscreen,Rp28.399.000
LENOVO YOGA PRO 7 14 INTEL I7 13700H 16GB 1TB SSD RTX4050-6GB 14.5 3K TOUCH 120HZ 100DCIP3 WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Touchscreen,Rp22.899.000
LENOVO V14 G2 INTEL I5 1135G7 8GB 512GB MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.099.000
LENOVO V14 G2 INTEL I5 1135G7 8GB 1TB SSD MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,1TB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.499.000
LENOVO V14 G2 INTEL I5 1135G7 16GB 512GB MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.499.000
LENOVO V14 G2 INTEL I5 1135G7 16GB 1TB SSD MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,1TB,14 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.999.000
LENOVO V14 G2 INTEL I3 1115G4 8GB 512GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,512GB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp7.999.000
LENOVO V14 G2 INTEL I3 1115G4 8GB 256GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,256GB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp7.699.000
LENOVO V14 G2 INTEL I3 1115G4 8GB 256GB + 1TB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,1TB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp7.999.000
LENOVO V14 G2 INTEL I3 1115G4 4GB 512GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,512GB,14 Inch,Grey,4GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp7.699.000
LENOVO V14 G2 INTEL I3 1115G4 4GB 256GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,256GB,14 Inch,Grey,4GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp7.399.000
LENOVO V14 G2 INTEL I3 1115G4 4GB 256GB + 1TB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,1TB,14 Inch,Grey,4GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp7.699.000
LENOVO THINKPAD Z16 AMD RYZEN 7 PRO 6850H 16GB 512GB RADEON RX6500M 16.0 WQUXGA BL WIN11PRO BLACK,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),AMD Radeon,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Pro,Lenovo,Non Touchscreen,Rp42.299.000
LENOVO THINKBOOK 14 G4 INTEL I7 1255U 16GB 512GB MX550-2GB 14.0 FHD BL WIN11H + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 10 Pro,Lenovo,Non Touchscreen,Rp16.699.000
LENOVO THINKBOOK 14 G4 INTEL I5 1235U 8GB 512GB MX550-2GB 14.0 FHD BL WIN11H + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i5,512GB,14 Inch,Grey,8GB,Backlit Keyboard,Gratis,Windows 10 Pro,Lenovo,Non Touchscreen,Rp13.699.000
LENOVO LOQ 16 GAMING INTEL I7 13620H 16GB 512GB RTX4050-6GB 16.0 WUXGA IPS 144HZ BLWIN11HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.499.000
LENOVO LOQ 15 INTEL I7 13620H 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.199.000
LENOVO LOQ 15 INTEL I7 13620H 8GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.799.000
LENOVO LOQ 15 INTEL I7 13620H 16GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.799.000
LENOVO LOQ 15 INTEL I7 13620H 16GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp21.299.000
LENOVO LOQ 15 INTEL I5 13420H 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp17.699.000
LENOVO LOQ 15 INTEL I5 13420H 8GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.299.000
LENOVO LOQ 15 INTEL I5 13420H 16GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.299.000
LENOVO LOQ 15 INTEL I5 13420H 16GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.799.000
LENOVO LOQ 15 GAMING INTEL I5 13420H 8GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,15 Inch,Grey,8GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.299.000
LENOVO LOQ 15 GAMING INTEL I5 13420H 32GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,15 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.399.000
LENOVO LOQ 15 GAMING INTEL I5 13420H 16GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,15 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.599.000
LENOVO LOQ 15 AMD RYZEN 7 7840HS 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp19.599.000
LENOVO LOQ 15 AMD RYZEN 7 7840HS 8GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.199.000
LENOVO LOQ 15 AMD RYZEN 7 7840HS 16GB DDR5 512GB RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp19.999.000
LENOVO LOQ 15 AMD RYZEN 7 7840HS 16GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.599.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp17.699.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 512GB RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.999.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.199.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.499.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 512GB RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.199.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 512GB RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.499.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.699.000
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.999.000
